language,term,system,truth,score
ch,women and children are often among the people most vulnerable to disasters education can make a difference between life and death when you know what to do you know how to act simulation exercises are a way to get this knowledge,模拟演练,"妇女和儿童通常是在灾害面前最脆弱的人群。教育能够起到生死攸关的作用。当你知道该做什么的时候,你就会知道该如何反应。模拟演练是训练人们知道该做什么的一个好途径。",0.10
ch,all staff of schools health and other public facilities and all public officials working in an earthquake zone should be fully prepared to act at the time of an earthquake,位于地震区的学校、卫生及其他公共设施的全体员工以及所有公共官员都应充分准备，在地震发生时能够立即行动。,"在地震带上的学校、卫生或其他公共部门的工作人员以及所有政府官员都要做好充分准备,以在地震发生时及时采取措施。",0.62
ch,a couple of months ago i thought felt an earth tremor are we prepared now for a possible earthquake,地震预防,"几个月前,我想我感觉到了地面轻微颤动,我们是否为可能发生的地震做好了准备?",0.11
ch,tsunami strikes,海啸袭来！,海啸来袭,0.67
ch,earlier today a devastating tsunami hit this small town off the coast of south east asia although the tsunami had an estimated peak height of 15 metres thanks to an early warning system people were able to evacuate the coastal area a survivor reported i got to the community centre as soon as i could it was already buzzing with people  a good sign the warning systems did their job although the tsunami hit hard thanks to prevention measures the damage and financial loss were reduced most recent estimates show the death toll has raised to deathtoll and a further injurytoll people are seriously injured comment outcome,海啸,"今天一早,一场毁灭性的海啸袭击了东南亚一个沿海的小镇。尽管估计海啸的浪高达15米,由于早期预警系统发挥的作用,人们得以撤离了沿海地区。一名幸存者说""我飞快地跑到社区中心,那儿已经挤满了人,这表明预警系统起到了作用。"" 尽管海啸来势很猛烈,但由于采取了防御措施,受破坏和经济损失都(比以前)降低了。根据最新的估计,死亡人数已增加到{{DEATHTOLL}}另外还有{{INJURYTOLL}}(人)伤势严重{{COMMENT}}{{OUTCOME}}",0.02
ch,earlier today a devastating tsunami hit this small town off the coast of south east asia with absolutely no warning the tsunami swept in at an estimated height of 15 metres a survivor reported we have a community centre designed to shelter people as we know there is a possibility for a tsunami but there was no warning whatsoever coastal homes in this small community suffered enormous damage currently estimated at cost most recent estimates show the death toll has raised to deathtoll and a further injurytoll people are seriously injured comment outcome,海啸,"今天一早,一场毁灭性的海啸袭击了东南亚一个沿海的小镇。在完全没有预警的情况下,海啸扫过的浪高估计在15米 一名幸存者报告:""由于知道可能发生海啸,我们有一个指定的社区中心避难点,但是当时没有任何预警。"" 这个沿海小社区沿海的房屋遭到了严重的破坏,损失估计近 根据最新的估计,死亡人数已增加到{{DEATHTOLL}}另外还有{{INJURYTOLL}}(人)伤势严重{{COMMENT}}{{OUTCOME}}",0.02
ch,questions are already being asked about the local hospitals poor planning which may have led to its destruction and the loss of many patients,已有人开始质疑当地医院的糟糕规划，这可能导致其被毁并导致许多患者失去生命。,"地方医院的不周到的规划已受到质疑,这将导致医院本身的被毁,许多患者丧失生命。",0.52
ch,this small community suffered further loss when the local school was inundated by the waves many children who were sheltering within are reported still missing,这个小社区在当地学校被浪潮淹没后又遭受了进一步的损失。许多在内部避难的孩子仍被报告失踪。,"由于当地的学校被洪水淹没,这个小社区进一步遭受了损失。据报道,许多在此避难的孩子仍然下落不明。",0.47
ch,our community has been hit hard by these tsunami however we should thank our recently appointed town planner for the measures that were introduced they have saved many lives,我们的社区被这些海啸严重袭击。然而，我们应该感谢最近任命的城市规划师提出的措施。它们拯救了许多生命。,"我们的社区遭受了海啸的重创,然而我们得感谢镇上新任命的规划师,由于采纳他的一些措施,拯救了很多生命。",0.62
ch,we have launched a full investigation into the poor planning our recently appointed town planner has been suspended pending the results of the report,我们已经就糟糕的规划启动了全面调查。我们最近任命的城市规划师已被暂停，直至报告结果公布。,"我们已对薄弱设施进行全面调查。在调查报告出来之前,我们近期任命的规划师已被勒令停职。",0.49
ch,trees,树,海啸来袭树木,0.29
ch,trees can be sold for money on clearing but they provide good protection from tsunamis so it is not advised,植被减缓海啸,"树木可以被砍伐出售,但因为它们在海啸发生时能提供很好的保护,所以我们不提倡对其进行砍伐。",0.12
ch,shrubs,灌木,衬套,0.00
ch,minimal clearance costs and standard development costs,最低清关成本和标准开发成本,对灌木丛的清理成本很低,0.25
ch,logs,日志,木材,0.00
ch,minimal clearance costs apply,适用最低清关费用。,对灌木丛的清理成本很低,0.10
ch,where natural vegetated dunes do not exist artificial ones can be created they can provide effective protection against tsunami they may not prevent flooding but like forests dissipate much of the waves power before it can reach inland,人工植被沙丘,"沙丘是应对海啸的一个自然防御物,但要对其清理开发成本很高。",0.12
ch,large rocks,大型岩石,大块岩石,0.75
ch,expensive to clear and prepare,高昂的清理和准备费用,清理岩石准备建造房屋成本较高。,0.32
ch,small rocks,小岩石,小块岩石,0.86
ch,expensive to clear and prepare,高昂的清理和准备费用,清理岩石准备建造房屋成本较高。,0.32
ch,coral is a good natural breakwater that also is attractive to tourists it is also effective at countering some of the force of tsunami waves,珊瑚,"珊瑚是一种很好的、天然的防波堤,又很受游客喜爱。它们也能有效抗击一部分海啸巨浪的冲击。",0.09
ch,bamboo hut,竹屋,竹棚,0.50
ch,the cheapest form of construction using readily available local materials such as bamboo locally forested wood and palm thatching,临时住所,"竹棚是就地取材,如竹子、木材和棕榈叶,建造的、最便宜的建筑形式。",0.00
ch,swimming pool owned by nearby hotels high cost to clear as land is owned by hotel owners,酒店附近拥有的游泳池，土地归酒店所有，清除成本高,"附近酒店的游泳池, 由于土地归酒店业主所有,清理成本很高。",0.67
ch,hotel cabins,酒店小屋,旅馆小屋,0.50
ch,hotel cabins provide accommodation for people and are a big business for tourists,酒店客房为人们提供住宿，并且是旅游业的重要业务。,"旅馆小屋为人们提供住宿,对游客来说这可是件大事",0.35
