term,translation,context,language,confidence,winning_model,consensus,version,code,url
Flooding,alluvione,"Flooding is (1) an overflowing by water of the normal confines of a watercourse or other body of water; (2) an accumulation of drainage water over areas which are not normally submerged; (3) a controlled spreading of water for irrigation (WMO and UNESCO, 2012).",it,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,MH0600,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0600
Flooding,inundación,"Flooding is (1) an overflowing by water of the normal confines of a watercourse or other body of water; (2) an accumulation of drainage water over areas which are not normally submerged; (3) a controlled spreading of water for irrigation (WMO and UNESCO, 2012).",es,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0600,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0600
Flooding,Überflutung,"Flooding is (1) an overflowing by water of the normal confines of a watercourse or other body of water; (2) an accumulation of drainage water over areas which are not normally submerged; (3) a controlled spreading of water for irrigation (WMO and UNESCO, 2012).",de,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,MH0600,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0600
Flooding,洪水,"Flooding is (1) an overflowing by water of the normal confines of a watercourse or other body of water; (2) an accumulation of drainage water over areas which are not normally submerged; (3) a controlled spreading of water for irrigation (WMO and UNESCO, 2012).",ch,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,MH0600,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0600
Coral Bleaching,blanchiment des coraux,"Corals are subject to ‘bleaching’ when the seawater temperature is too high: they lose the symbiotic algae that give coral its colour and part of its nutrients. Severe, prolonged or repeated bleaching can lead to the death of coral colonies (United Nations, 2017).",fr,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,EN0404,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0404
Coral Bleaching,sbiancamento corallino,"Corals are subject to ‘bleaching’ when the seawater temperature is too high: they lose the symbiotic algae that give coral its colour and part of its nutrients. Severe, prolonged or repeated bleaching can lead to the death of coral colonies (United Nations, 2017).",it,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,EN0404,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0404
Coral Bleaching,blanqueamiento de coral,"Corals are subject to ‘bleaching’ when the seawater temperature is too high: they lose the symbiotic algae that give coral its colour and part of its nutrients. Severe, prolonged or repeated bleaching can lead to the death of coral colonies (United Nations, 2017).",es,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,EN0404,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0404
Coral Bleaching,Korallenbleiche,"Corals are subject to ‘bleaching’ when the seawater temperature is too high: they lose the symbiotic algae that give coral its colour and part of its nutrients. Severe, prolonged or repeated bleaching can lead to the death of coral colonies (United Nations, 2017).",de,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,EN0404,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0404
Coral Bleaching,珊瑚白化,"Corals are subject to ‘bleaching’ when the seawater temperature is too high: they lose the symbiotic algae that give coral its colour and part of its nutrients. Severe, prolonged or repeated bleaching can lead to the death of coral colonies (United Nations, 2017).",ch,0.97,gpt-oss:latest,Single model (skipped consensus),0.1,EN0404,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0404
Listeriosis,Listeriose,"Listeriosis is a foodborne infection caused by the bacteriumListeria monocytogeneswhich can be invasive (the more serious form of the disease) or non-invasive (the milder form of the disease). Listeriosis outbreaks occur in all countries and can be a significant public health concern (WHO, 2018).",fr,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0218,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0218
Listeriosis,Listeriosi,"Listeriosis is a foodborne infection caused by the bacteriumListeria monocytogeneswhich can be invasive (the more serious form of the disease) or non-invasive (the milder form of the disease). Listeriosis outbreaks occur in all countries and can be a significant public health concern (WHO, 2018).",it,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0218,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0218
Listeriosis,Listeriosis,"Listeriosis is a foodborne infection caused by the bacteriumListeria monocytogeneswhich can be invasive (the more serious form of the disease) or non-invasive (the milder form of the disease). Listeriosis outbreaks occur in all countries and can be a significant public health concern (WHO, 2018).",es,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0218,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0218
Listeriosis,Listeriose,"Listeriosis is a foodborne infection caused by the bacteriumListeria monocytogeneswhich can be invasive (the more serious form of the disease) or non-invasive (the milder form of the disease). Listeriosis outbreaks occur in all countries and can be a significant public health concern (WHO, 2018).",de,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0218,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0218
Listeriosis,李斯特菌病,"Listeriosis is a foodborne infection caused by the bacteriumListeria monocytogeneswhich can be invasive (the more serious form of the disease) or non-invasive (the milder form of the disease). Listeriosis outbreaks occur in all countries and can be a significant public health concern (WHO, 2018).",ch,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0218,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0218
Insect Pest Infestations,інфестації шкідливих комах,"An insect pest infestation is a recently detected insect pest population, including an incursion, or a sudden significant increase of an established insect in an area leading to damage to plants in production fields, forests or natural habitats and causing substantial damage to productivity, biodiversity or natural resources (adapted from IPPC Secretariat, 2024).",ua,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,BI0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0401
Insect Pest Infestations,infestations d’insectes nuisibles,"An insect pest infestation is a recently detected insect pest population, including an incursion, or a sudden significant increase of an established insect in an area leading to damage to plants in production fields, forests or natural habitats and causing substantial damage to productivity, biodiversity or natural resources (adapted from IPPC Secretariat, 2024).",fr,0.99,gpt-oss:latest,Single model (skipped consensus),0.1,BI0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0401
Insect Pest Infestations,infestazioni di insetti nocivi,"An insect pest infestation is a recently detected insect pest population, including an incursion, or a sudden significant increase of an established insect in an area leading to damage to plants in production fields, forests or natural habitats and causing substantial damage to productivity, biodiversity or natural resources (adapted from IPPC Secretariat, 2024).",it,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,BI0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0401
Insect Pest Infestations,infestaciones de plagas de insectos,"An insect pest infestation is a recently detected insect pest population, including an incursion, or a sudden significant increase of an established insect in an area leading to damage to plants in production fields, forests or natural habitats and causing substantial damage to productivity, biodiversity or natural resources (adapted from IPPC Secretariat, 2024).",es,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,BI0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0401
Insect Pest Infestations,Insekten-Schädlinge-Infestationen,"An insect pest infestation is a recently detected insect pest population, including an incursion, or a sudden significant increase of an established insect in an area leading to damage to plants in production fields, forests or natural habitats and causing substantial damage to productivity, biodiversity or natural resources (adapted from IPPC Secretariat, 2024).",de,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,BI0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0401
Insect Pest Infestations,害虫入侵,"An insect pest infestation is a recently detected insect pest population, including an incursion, or a sudden significant increase of an established insect in an area leading to damage to plants in production fields, forests or natural habitats and causing substantial damage to productivity, biodiversity or natural resources (adapted from IPPC Secretariat, 2024).",ch,0.98,gpt-oss:latest,Single model (skipped consensus),0.1,BI0401,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0401
